Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT,med_household_income,total_pop,race_white,race_black,race_native,race_asian,race_pi,other_race,mixed_race,workers_over16,commute_car,drive_alone,commute_carpool,public_transport,commute_motorcyle,commute_bicycle,commute_walk,commute_other,commute_wfh,avg_commute_min,pop_density,area_land
06037301100,14000US06037301100,Census Tract 3011,"Census Tract 3011, Los Angeles County, California",ca,140,00,ACSSF,0004870,06,037,301100,77787,7165,5920,51,36,710,0,32,416,3563,3055,2842,213,73,0,0,79,0,356,30,13951.49,0.513565314
06037301203,14000US06037301203,Census Tract 3012.03,"Census Tract 3012.03, Los Angeles County, California",ca,140,00,ACSSF,0004871,06,037,301203,63710,4611,3487,122,0,646,0,200,156,2161,1909,1720,189,74,0,17,13,14,134,32,21815.29,0.211365458
06037301204,14000US06037301204,Census Tract 3012.04,"Census Tract 3012.04, Los Angeles County, California",ca,140,00,ACSSF,0004872,06,037,301204,56979,5547,3839,256,0,888,0,493,71,3053,2603,2459,144,79,0,0,171,59,141,29,35133.88,0.157881813
06037301205,14000US06037301205,Census Tract 3012.05,"Census Tract 3012.05, Los Angeles County, California",ca,140,00,ACSSF,0004873,06,037,301205,110670,2230,1736,25,0,352,0,52,65,1002,791,711,80,40,0,0,46,0,125,27,7468.875,0.298572426
06037301206,14000US06037301206,Census Tract 3012.06,"Census Tract 3012.06, Los Angeles County, California",ca,140,00,ACSSF,0004874,06,037,301206,57560,5134,4079,43,0,836,0,74,102,2048,1669,1497,172,123,0,18,47,23,168,32,16050.94,0.319856694
06037301300,14000US06037301300,Census Tract 3013,"Census Tract 3013, Los Angeles County, California",ca,140,00,ACSSF,0004875,06,037,301300,120250,1975,1782,7,0,115,0,22,49,866,759,731,28,12,0,14,0,6,75,29,4391.201,0.449763088
06037301400,14000US06037301400,Census Tract 3014,"Census Tract 3014, Los Angeles County, California",ca,140,00,ACSSF,0004876,06,037,301400,140714,3942,3418,15,110,281,0,25,93,1929,1685,1467,218,0,9,0,22,52,161,25,6484.227,0.607936794
06037301501,14000US06037301501,Census Tract 3015.01,"Census Tract 3015.01, Los Angeles County, California",ca,140,00,ACSSF,0004877,06,037,301501,97143,1945,1695,6,0,173,14,24,33,1031,903,831,72,16,13,0,5,8,86,30,8339.696,0.23322193
06037301502,14000US06037301502,Census Tract 3015.02,"Census Tract 3015.02, Los Angeles County, California",ca,140,00,ACSSF,0004878,06,037,301502,48090,6740,5797,19,0,561,0,202,161,2879,2558,2375,183,46,0,0,93,18,164,27,26035.81,0.258874172
06037301601,14000US06037301601,Census Tract 3016.01,"Census Tract 3016.01, Los Angeles County, California",ca,140,00,ACSSF,0004879,06,037,301601,44265,6619,4671,304,10,523,0,826,285,3128,2520,2319,201,143,0,8,135,82,240,24,7594.375,0.8715662
06037301602,14000US06037301602,Census Tract 3016.02,"Census Tract 3016.02, Los Angeles County, California",ca,140,00,ACSSF,0004880,06,037,301602,57212,4375,2950,125,8,473,70,612,137,2160,1794,1628,166,34,12,62,128,14,116,24,11482.35,0.381019526
06037301701,14000US06037301701,Census Tract 3017.01,"Census Tract 3017.01, Los Angeles County, California",ca,140,00,ACSSF,0004881,06,037,301701,80156,3023,1960,114,0,360,0,466,123,1631,1398,1212,186,111,0,29,36,7,50,23,8565.471,0.352928662
06037301702,14000US06037301702,Census Tract 3017.02,"Census Tract 3017.02, Los Angeles County, California",ca,140,00,ACSSF,0004882,06,037,301702,50276,5763,4320,137,72,698,9,367,160,2657,2399,2217,182,29,0,69,79,0,81,28,18094.88,0.318487962
06037301801,14000US06037301801,Census Tract 3018.01,"Census Tract 3018.01, Los Angeles County, California",ca,140,00,ACSSF,0004883,06,037,301801,63203,5033,3115,66,0,1129,0,414,309,2804,2371,2159,212,131,26,0,119,11,146,27,18298.96,0.275042973
06037301802,14000US06037301802,Census Tract 3018.02,"Census Tract 3018.02, Los Angeles County, California",ca,140,00,ACSSF,0004884,06,037,301802,51890,4288,3047,75,0,902,0,127,137,2195,1846,1658,188,127,0,0,122,48,52,30,23184.22,0.184953367
06037301900,14000US06037301900,Census Tract 3019,"Census Tract 3019, Los Angeles County, California",ca,140,00,ACSSF,0004885,06,037,301900,56495,8207,6024,119,0,1535,0,338,191,3730,3313,3139,174,134,0,0,122,7,154,27,19493.95,0.421002337
06037302002,14000US06037302002,Census Tract 3020.02,"Census Tract 3020.02, Los Angeles County, California",ca,140,00,ACSSF,0004886,06,037,302002,48409,3919,3077,97,0,561,0,61,123,1772,1411,1224,187,134,7,0,153,0,67,28,20187.6,0.194129085
06037302003,14000US06037302003,Census Tract 3020.03,"Census Tract 3020.03, Los Angeles County, California",ca,140,00,ACSSF,0004887,06,037,302003,41960,3557,2780,36,0,550,9,91,91,1768,1351,1255,96,92,0,0,50,28,247,29,38842.01,0.0915761
06037302004,14000US06037302004,Census Tract 3020.04,"Census Tract 3020.04, Los Angeles County, California",ca,140,00,ACSSF,0004888,06,037,302004,40611,4174,2986,108,8,768,0,131,173,1921,1569,1414,155,50,11,21,67,42,161,31,31814.53,0.131197905
06037302102,14000US06037302102,Census Tract 3021.02,"Census Tract 3021.02, Los Angeles County, California",ca,140,00,ACSSF,0004889,06,037,302102,67955,6001,4687,160,0,792,14,309,39,3226,2804,2634,170,66,0,31,136,87,102,31,14980.55,0.400586026
06037302103,14000US06037302103,Census Tract 3021.03,"Census Tract 3021.03, Los Angeles County, California",ca,140,00,ACSSF,0004890,06,037,302103,49649,6045,4724,45,18,942,0,245,71,2672,2035,1664,371,261,0,0,172,60,144,31,28429.78,0.21262917
06037302104,14000US06037302104,Census Tract 3021.04,"Census Tract 3021.04, Los Angeles County, California",ca,140,00,ACSSF,0004891,06,037,302104,58400,4153,2545,118,14,1106,0,235,135,2001,1715,1593,122,107,7,0,37,33,102,28,18889.65,0.219855845
06037302201,14000US06037302201,Census Tract 3022.01,"Census Tract 3022.01, Los Angeles County, California",ca,140,00,ACSSF,0004892,06,037,302201,24203,3862,3111,94,0,335,32,159,131,1569,1219,1032,187,110,0,30,131,6,73,27,20099.17,0.192147222
06037302202,14000US06037302202,Census Tract 3022.02,"Census Tract 3022.02, Los Angeles County, California",ca,140,00,ACSSF,0004893,06,037,302202,40813,5363,4363,9,0,642,0,316,33,2475,1804,1524,280,156,0,9,339,10,157,25,27153.24,0.197508637
06037302301,14000US06037302301,Census Tract 3023.01,"Census Tract 3023.01, Los Angeles County, California",ca,140,00,ACSSF,0004894,06,037,302301,55855,4111,2733,28,21,838,0,361,130,1934,1560,1429,131,148,0,14,89,21,102,25,15198.41,0.270488898
06037302302,14000US06037302302,Census Tract 3023.02,"Census Tract 3023.02, Los Angeles County, California",ca,140,00,ACSSF,0004895,06,037,302302,50246,5782,3970,107,37,814,0,757,97,2801,2114,1883,231,154,0,17,244,47,225,31,23656.37,0.24441619
06037302401,14000US06037302401,Census Tract 3024.01,"Census Tract 3024.01, Los Angeles County, California",ca,140,00,ACSSF,0004896,06,037,302401,40239,6734,4841,209,0,1043,0,595,46,2866,2175,1945,230,105,0,0,195,93,298,26,12720.05,0.529400522
06037302503,14000US06037302503,Census Tract 3025.03,"Census Tract 3025.03, Los Angeles County, California",ca,140,00,ACSSF,0004897,06,037,302503,36550,4176,3241,0,9,630,0,234,62,1917,1561,1456,105,58,7,0,191,8,92,27,33113.58,0.126111395
06037302504,14000US06037302504,Census Tract 3025.04,"Census Tract 3025.04, Los Angeles County, California",ca,140,00,ACSSF,0004898,06,037,302504,39107,4297,2898,31,6,598,0,581,183,1822,1438,1287,151,108,0,16,84,16,160,32,29505.81,0.145632335
06037302505,14000US06037302505,Census Tract 3025.05,"Census Tract 3025.05, Los Angeles County, California",ca,140,00,ACSSF,0004899,06,037,302505,36572,4536,2868,174,61,496,0,860,77,1739,1374,1236,138,195,0,12,33,17,108,34,21898.03,0.207141886
06037302506,14000US06037302506,Census Tract 3025.06,"Census Tract 3025.06, Los Angeles County, California",ca,140,00,ACSSF,0004900,06,037,302506,59647,3295,2467,74,0,293,20,202,239,1740,1494,1295,199,69,11,0,45,24,97,26,9425.7,0.349576137
06037310100,14000US06037310100,Census Tract 3101,"Census Tract 3101, Los Angeles County, California",ca,140,00,ACSSF,0004901,06,037,310100,131149,5766,4215,332,0,682,0,156,381,2582,2334,2125,209,0,0,0,18,0,230,33,1144.162,5.039496322
06037310201,14000US06037310201,Census Tract 3102.01,"Census Tract 3102.01, Los Angeles County, California",ca,140,00,ACSSF,0004902,06,037,310201,78214,5614,4570,67,0,414,0,270,293,2693,2379,2039,340,11,0,0,35,0,268,27,13216.82,0.424761814
06037310202,14000US06037310202,Census Tract 3102.02,"Census Tract 3102.02, Los Angeles County, California",ca,140,00,ACSSF,0004903,06,037,310202,80295,5144,3957,176,75,458,0,170,308,2749,2411,2211,200,7,41,49,66,1,174,29,14706.63,0.349774207
06037310300,14000US06037310300,Census Tract 3103,"Census Tract 3103, Los Angeles County, California",ca,140,00,ACSSF,0004904,06,037,310300,148000,2838,2193,0,0,442,0,50,153,1360,1202,1131,71,45,0,11,0,0,102,29,6926.511,0.409730084
06037310400,14000US06037310400,Census Tract 3104,"Census Tract 3104, Los Angeles County, California",ca,140,00,ACSSF,0004905,06,037,310400,83977,3192,2316,37,26,395,0,354,64,1622,1481,1329,152,45,0,0,19,0,77,32,5876.83,0.543150007
06037310501,14000US06037310501,Census Tract 3105.01,"Census Tract 3105.01, Los Angeles County, California",ca,140,00,ACSSF,0004906,06,037,310501,65231,4076,2332,257,37,919,0,449,82,2295,1964,1724,240,105,27,0,77,87,35,28,5370.633,0.758942126
06037310601,14000US06037310601,Census Tract 3106.01,"Census Tract 3106.01, Los Angeles County, California",ca,140,00,ACSSF,0004907,06,037,310601,61458,6721,3443,260,34,1253,0,1630,101,2776,2382,2144,238,58,0,38,8,62,228,25,16938.65,0.39678485
06037310602,14000US06037310602,Census Tract 3106.02,"Census Tract 3106.02, Los Angeles County, California",ca,140,00,ACSSF,0004908,06,037,310602,84167,2787,1909,29,7,485,0,235,122,1564,1392,1220,172,9,9,0,29,19,106,32,8101.652,0.34400391
06037310701,14000US06037310701,Census Tract 3107.01,"Census Tract 3107.01, Los Angeles County, California",ca,140,00,ACSSF,0004909,06,037,310701,31359,2326,1878,11,16,178,0,183,60,1116,901,883,18,32,0,0,69,31,83,27,11690,0.198973509
06037310702,14000US06037310702,Census Tract 3107.02,"Census Tract 3107.02, Los Angeles County, California",ca,140,00,ACSSF,0004910,06,037,310702,40871,6852,5097,178,47,895,0,393,242,3776,3286,3128,158,102,0,5,83,110,190,30,16866.84,0.406240878
06037310703,14000US06037310703,Census Tract 3107.03,"Census Tract 3107.03, Los Angeles County, California",ca,140,00,ACSSF,0004911,06,037,310703,39623,4693,3236,209,0,416,0,614,218,1917,1782,1630,152,16,0,14,12,14,79,27,12152.52,0.386175148
06037310800,14000US06037310800,Census Tract 3108,"Census Tract 3108, Los Angeles County, California",ca,140,00,ACSSF,0004912,06,037,310800,68258,5373,4062,69,32,536,10,445,219,2496,2085,1899,186,33,5,66,48,7,252,30,6513.6,0.824889536
06037310900,14000US06037310900,Census Tract 3109,"Census Tract 3109, Los Angeles County, California",ca,140,00,ACSSF,0004913,06,037,310900,73750,6031,4233,107,33,866,0,241,551,3116,2749,2570,179,51,0,0,31,15,270,30,7188.342,0.838997324
06037311000,14000US06037311000,Census Tract 3110,"Census Tract 3110, Los Angeles County, California",ca,140,00,ACSSF,0004914,06,037,311000,99476,3664,2359,83,122,467,0,507,126,1822,1586,1442,144,84,9,0,19,0,124,32,7179.291,0.510356805
06037311100,14000US06037311100,Census Tract 3111,"Census Tract 3111, Los Angeles County, California",ca,140,00,ACSSF,0004915,06,037,311100,111128,4051,2634,35,42,662,0,442,236,1990,1561,1444,117,183,0,21,8,29,188,28,6154.282,0.658240888
06037311200,14000US06037311200,Census Tract 3112,"Census Tract 3112, Los Angeles County, California",ca,140,00,ACSSF,0004916,06,037,311200,76048,3143,2286,111,13,197,0,235,301,1695,1410,1332,78,45,9,0,24,60,147,27,8228.733,0.381954279
06037311300,14000US06037311300,Census Tract 3113,"Census Tract 3113, Los Angeles County, California",ca,140,00,ACSSF,0004917,06,037,311300,104773,3883,2773,72,0,676,0,225,137,2163,1770,1698,72,101,15,72,97,0,108,29,8230.798,0.471764734
06037311400,14000US06037311400,Census Tract 3114,"Census Tract 3114, Los Angeles County, California",ca,140,00,ACSSF,0004918,06,037,311400,86726,2279,1858,32,19,220,0,54,96,1174,989,944,45,36,10,20,17,0,102,29,6285.154,0.362600522
06037311500,14000US06037311500,Census Tract 3115,"Census Tract 3115, Los Angeles County, California",ca,140,00,ACSSF,0004919,06,037,311500,87685,5780,4395,148,0,556,0,277,404,3042,2651,2449,202,12,59,51,68,0,201,29,10015.91,0.577081824
06037311600,14000US06037311600,Census Tract 3116,"Census Tract 3116, Los Angeles County, California",ca,140,00,ACSSF,0004920,06,037,311600,70898,6733,4438,378,59,1001,0,253,604,4098,3296,2947,349,230,13,95,63,46,355,30,6208.181,1.084536685
06037311700,14000US06037311700,Census Tract 3117,"Census Tract 3117, Los Angeles County, California",ca,140,00,ACSSF,0004921,06,037,311700,91019,6422,5076,84,104,520,0,333,305,3235,2931,2833,98,15,0,10,68,26,185,23,7069.177,0.908450927
06037311801,14000US06037311801,Census Tract 3118.01,"Census Tract 3118.01, Los Angeles County, California",ca,140,00,ACSSF,0004922,06,037,311801,62892,2772,1747,82,0,278,0,564,101,1761,1477,1366,111,22,8,6,54,10,184,25,12002.57,0.230950491
06037311802,14000US06037311802,Census Tract 3118.02,"Census Tract 3118.02, Los Angeles County, California",ca,140,00,ACSSF,0004923,06,037,311802,62827,4135,2433,178,29,563,0,876,56,2012,1618,1301,317,74,0,49,190,0,81,24,13196.17,0.313348556
06037320000,14000US06037320000,Census Tract 3200,"Census Tract 3200, Los Angeles County, California",ca,140,00,ACSSF,0004924,06,037,320000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.505893464
06037320100,14000US06037320100,Census Tract 3201,"Census Tract 3201, Los Angeles County, California",ca,140,00,ACSSF,0004925,06,037,320100,71883,7429,4661,181,21,89,0,2361,116,3440,2946,2566,380,253,9,0,112,64,56,32,10124.03,0.733798381
06037320201,14000US06037320201,Census Tract 3202.01,"Census Tract 3202.01, Los Angeles County, California",ca,140,00,ACSSF,0004926,06,037,320201,32148,4556,2605,18,0,0,0,1933,0,1969,1696,1330,366,96,0,0,91,86,0,24,12848.75,0.354586971
06037320202,14000US06037320202,Census Tract 3202.02,"Census Tract 3202.02, Los Angeles County, California",ca,140,00,ACSSF,0004927,06,037,320202,69063,5941,3249,47,8,151,8,2474,4,2807,2637,2404,233,85,0,9,47,19,10,27,9527.026,0.623594395
06037320300,14000US06037320300,Census Tract 3203,"Census Tract 3203, Los Angeles County, California",ca,140,00,ACSSF,0004928,06,037,320300,46250,6659,3832,23,100,52,28,2318,306,2860,2517,2108,409,124,46,11,54,108,0,33,10058.23,0.662045152
06037400204,14000US06037400204,Census Tract 4002.04,"Census Tract 4002.04, Los Angeles County, California",ca,140,00,ACSSF,0004929,06,037,400204,112014,5856,4007,174,39,940,0,435,261,2532,2178,1944,234,66,26,0,51,47,164,33,2085.253,2.808291776
06037400205,14000US06037400205,Census Tract 4002.05,"Census Tract 4002.05, Los Angeles County, California",ca,140,00,ACSSF,0004930,06,037,400205,189107,2979,1780,156,0,891,0,109,43,1249,1038,987,51,47,0,20,0,13,131,35,331.0564,8.998466402
06037400206,14000US06037400206,Census Tract 4002.06,"Census Tract 4002.06, Los Angeles County, California",ca,140,00,ACSSF,0004931,06,037,400206,129837,5541,3679,210,0,977,4,317,354,2463,2040,1891,149,146,6,0,20,18,233,31,3874.024,1.430295816
06037400207,14000US06037400207,Census Tract 4002.07,"Census Tract 4002.07, Los Angeles County, California",ca,140,00,ACSSF,0004932,06,037,400207,130662,4509,3605,235,7,441,0,67,154,2297,1980,1646,334,84,0,0,0,37,196,36,2152.217,2.095048703
06037400302,14000US06037400302,Census Tract 4003.02,"Census Tract 4003.02, Los Angeles County, California",ca,140,00,ACSSF,0004933,06,037,400302,79844,3215,2148,57,18,385,77,201,329,1254,1178,961,217,10,7,0,25,0,34,33,6380.307,0.503894227
06037400304,14000US06037400304,Census Tract 4003.04,"Census Tract 4003.04, Los Angeles County, California",ca,140,00,ACSSF,0004934,06,037,400304,71964,7547,4988,179,102,1399,0,596,283,3465,3202,2883,319,43,11,0,42,53,114,28,6230.183,1.211360825
06037400402,14000US06037400402,Census Tract 4004.02,"Census Tract 4004.02, Los Angeles County, California",ca,140,00,ACSSF,0004935,06,037,400402,108897,4534,3298,60,0,556,0,143,477,2182,2013,1879,134,60,0,0,16,7,86,32,2677.364,1.693456881
06037400403,14000US06037400403,Census Tract 4004.03,"Census Tract 4004.03, Los Angeles County, California",ca,140,00,ACSSF,0004936,06,037,400403,103750,4058,3097,65,18,382,0,213,283,2050,1928,1699,229,25,11,0,23,11,52,33,814.5125,4.982121153
06037400404,14000US06037400404,Census Tract 4004.04,"Census Tract 4004.04, Los Angeles County, California",ca,140,00,ACSSF,0004937,06,037,400404,125603,4278,3314,20,12,549,1,153,229,1966,1752,1570,182,25,9,0,12,0,168,38,700.0775,6.110752637
06037400501,14000US06037400501,Census Tract 4005.01,"Census Tract 4005.01, Los Angeles County, California",ca,140,00,ACSSF,0004938,06,037,400501,139861,2097,1714,32,5,195,0,25,126,974,873,772,101,16,0,12,15,22,36,29,499.5863,4.197473116
06037400602,14000US06037400602,Census Tract 4006.02,"Census Tract 4006.02, Los Angeles County, California",ca,140,00,ACSSF,0004939,06,037,400602,69436,4412,2302,80,51,288,0,1209,482,2138,1914,1813,101,24,0,25,47,0,128,33,7413.726,0.59511241
06037400603,14000US06037400603,Census Tract 4006.03,"Census Tract 4006.03, Los Angeles County, California",ca,140,00,ACSSF,0004940,06,037,400603,77188,5189,2866,222,78,658,20,1091,254,2628,2428,2166,262,40,11,8,31,17,93,35,1462.671,3.547619526
06037400604,14000US06037400604,Census Tract 4006.04,"Census Tract 4006.04, Los Angeles County, California",ca,140,00,ACSSF,0004941,06,037,400604,89233,3616,1842,91,17,851,0,668,147,2005,1696,1346,350,95,0,35,74,46,59,30,1939.974,1.863942227
06037400800,14000US06037400800,Census Tract 4008,"Census Tract 4008, Los Angeles County, California",ca,140,00,ACSSF,0004942,06,037,400800,84038,6846,4303,335,28,1348,22,333,477,2952,1657,1462,195,62,0,31,1032,54,116,21,6738.588,1.015939842
06037400900,14000US06037400900,Census Tract 4009,"Census Tract 4009, Los Angeles County, California",ca,140,00,ACSSF,0004943,06,037,400900,89167,4420,2912,98,0,722,0,494,194,2071,1709,1605,104,199,23,0,24,0,116,34,5819.73,0.759485372
06037401001,14000US06037401001,Census Tract 4010.01,"Census Tract 4010.01, Los Angeles County, California",ca,140,00,ACSSF,0004944,06,037,401001,110114,3111,2504,6,7,248,5,226,115,1528,1285,1151,134,29,10,38,10,19,137,29,5620.962,0.553463954
06037401002,14000US06037401002,Census Tract 4010.02,"Census Tract 4010.02, Los Angeles County, California",ca,140,00,ACSSF,0004945,06,037,401002,77813,3847,2824,62,0,328,43,224,366,1706,1499,1312,187,28,27,0,17,0,135,33,6762.229,0.5688953
06037401101,14000US06037401101,Census Tract 4011.01,"Census Tract 4011.01, Los Angeles County, California",ca,140,00,ACSSF,0004946,06,037,401101,59092,5605,3646,68,64,307,0,889,631,2334,1966,1706,260,55,0,16,131,74,92,32,4820.249,1.162803071
06037401102,14000US06037401102,Census Tract 4011.02,"Census Tract 4011.02, Los Angeles County, California",ca,140,00,ACSSF,0004947,06,037,401102,77019,3504,2412,67,47,575,0,145,258,1685,1528,1382,146,38,8,0,55,28,28,28,7078.22,0.495039745
06037401201,14000US06037401201,Census Tract 4012.01,"Census Tract 4012.01, Los Angeles County, California",ca,140,00,ACSSF,0004948,06,037,401201,111071,3347,2432,24,9,366,29,363,124,1445,1341,1175,166,58,0,0,0,0,46,33,3701.052,0.904337395
06037401202,14000US06037401202,Census Tract 4012.02,"Census Tract 4012.02, Los Angeles County, California",ca,140,00,ACSSF,0004949,06,037,401202,84318,4605,2844,16,46,620,0,578,501,2141,1948,1806,142,76,9,0,20,0,88,39,3790.991,1.214721844
06037401203,14000US06037401203,Census Tract 4012.03,"Census Tract 4012.03, Los Angeles County, California",ca,140,00,ACSSF,0004950,06,037,401203,82292,5295,3572,259,23,600,0,589,252,2527,2291,2100,191,97,8,0,42,0,89,34,7206.157,0.734788347
06037401303,14000US06037401303,Census Tract 4013.03,"Census Tract 4013.03, Los Angeles County, California",ca,140,00,ACSSF,0004951,06,037,401303,110435,2183,1357,67,5,521,0,169,64,1092,973,852,121,76,0,7,0,0,36,43,956.6663,2.281882387
06037401304,14000US06037401304,Census Tract 4013.04,"Census Tract 4013.04, Los Angeles County, California",ca,140,00,ACSSF,0004952,06,037,401304,127157,5935,3867,139,12,1335,16,134,432,3083,2651,2379,272,92,53,0,46,70,171,34,1451.437,4.089052536
06037401311,14000US06037401311,Census Tract 4013.11,"Census Tract 4013.11, Los Angeles County, California",ca,140,00,ACSSF,0004953,06,037,401311,85040,6166,4462,361,176,466,0,551,150,3029,2763,2439,324,71,88,0,90,0,17,35,3734.775,1.650969425
06037401312,14000US06037401312,Census Tract 4013.12,"Census Tract 4013.12, Los Angeles County, California",ca,140,00,ACSSF,0004954,06,037,401312,71379,5335,3888,241,0,477,5,571,153,2351,1944,1846,98,61,0,27,59,66,194,30,4921.052,1.084117764
06037401500,14000US06037401500,Census Tract 4015,"Census Tract 4015, Los Angeles County, California",ca,140,00,ACSSF,0004955,06,037,401500,74155,6184,4488,152,54,423,10,612,445,2875,2366,1812,554,105,9,38,122,23,212,27,4276.054,1.446193187
06037401601,14000US06037401601,Census Tract 4016.01,"Census Tract 4016.01, Los Angeles County, California",ca,140,00,ACSSF,0004956,06,037,401601,72862,5462,4070,134,22,662,0,239,335,2323,2119,1967,152,68,0,0,22,52,62,29,5449.743,1.002249045
06037401602,14000US06037401602,Census Tract 4016.02,"Census Tract 4016.02, Los Angeles County, California",ca,140,00,ACSSF,0004957,06,037,401602,69643,6071,4328,315,75,241,0,649,463,2909,2510,2192,318,106,11,7,15,11,249,33,7761.938,0.782149956
06037401603,14000US06037401603,Census Tract 4016.03,"Census Tract 4016.03, Los Angeles County, California",ca,140,00,ACSSF,0004958,06,037,401603,61215,2880,2465,97,9,140,32,74,63,978,888,835,53,20,6,10,9,0,45,33,3959.366,0.727389084
06037401701,14000US06037401701,Census Tract 4017.01,"Census Tract 4017.01, Los Angeles County, California",ca,140,00,ACSSF,0004959,06,037,401701,66875,4401,2955,160,106,547,13,399,221,2234,1874,1713,161,106,0,48,19,15,172,33,5711.926,0.770493145
06037401703,14000US06037401703,Census Tract 4017.03,"Census Tract 4017.03, Los Angeles County, California",ca,140,00,ACSSF,0004960,06,037,401703,62319,4284,2504,435,9,577,0,484,275,2145,1932,1779,153,42,25,0,77,6,63,38,9540.207,0.449046868
06037401704,14000US06037401704,Census Tract 4017.04,"Census Tract 4017.04, Los Angeles County, California",ca,140,00,ACSSF,0004961,06,037,401704,53952,6728,3499,407,60,697,0,1671,394,2977,2480,2039,441,69,0,146,152,62,68,29,9618.918,0.699454978
06037401800,14000US06037401800,Census Tract 4018,"Census Tract 4018, Los Angeles County, California",ca,140,00,ACSSF,0004962,06,037,401800,105217,8046,5945,243,45,836,4,429,544,3791,3174,2948,226,89,51,45,115,49,268,24,3463.534,2.323060956
06037401901,14000US06037401901,Census Tract 4019.01,"Census Tract 4019.01, Los Angeles County, California",ca,140,00,ACSSF,0004963,06,037,401901,77885,4011,2183,202,18,1043,18,193,354,1709,323,244,79,36,0,76,1033,0,241,12,6029.913,0.665183777
06037401902,14000US06037401902,Census Tract 4019.02,"Census Tract 4019.02, Los Angeles County, California",ca,140,00,ACSSF,0004964,06,037,401902,84135,5959,3930,447,174,536,0,635,237,2691,1977,1727,250,73,0,150,314,0,177,27,5809.664,1.025704752
06037402001,14000US06037402001,Census Tract 4020.01,"Census Tract 4020.01, Los Angeles County, California",ca,140,00,ACSSF,0004965,06,037,402001,63750,3282,1826,411,0,328,0,490,227,1807,1637,1271,366,104,0,0,24,0,42,32,5827.284,0.563212648
06037402002,14000US06037402002,Census Tract 4020.02,"Census Tract 4020.02, Los Angeles County, California",ca,140,00,ACSSF,0004966,06,037,402002,53614,3976,2699,134,44,315,0,553,231,1560,1187,1141,46,58,11,40,70,65,129,28,6133.289,0.648265552
06037402101,14000US06037402101,Census Tract 4021.01,"Census Tract 4021.01, Los Angeles County, California",ca,140,00,ACSSF,0004967,06,037,402101,75337,5458,2139,533,71,475,0,1734,506,2556,2291,2040,251,63,0,1,48,25,128,32,11883.65,0.459286684
06037402102,14000US06037402102,Census Tract 4021.02,"Census Tract 4021.02, Los Angeles County, California",ca,140,00,ACSSF,0004968,06,037,402102,71429,4696,2512,530,93,258,69,1005,229,2063,1854,1568,286,29,31,0,58,0,91,28,5320.766,0.882579765
06037402200,14000US06037402200,Census Tract 4022,"Census Tract 4022, Los Angeles County, California",ca,140,00,ACSSF,0004969,06,037,402200,75583,7219,3383,597,206,593,0,2020,420,2969,2633,2281,352,53,13,73,60,8,129,30,3306.856,2.18304023
06037402301,14000US06037402301,Census Tract 4023.01,"Census Tract 4023.01, Los Angeles County, California",ca,140,00,ACSSF,0004970,06,037,402301,48199,5447,2711,115,105,403,2,1856,255,2309,2197,1702,495,61,0,0,0,7,44,34,10595.82,0.514070722
06037402303,14000US06037402303,Census Tract 4023.03,"Census Tract 4023.03, Los Angeles County, California",ca,140,00,ACSSF,0004971,06,037,402303,46507,4064,2217,72,19,97,0,1406,253,1835,1680,1281,399,50,26,27,0,47,5,31,11146.79,0.364589334
06037402304,14000US06037402304,Census Tract 4023.04,"Census Tract 4023.04, Los Angeles County, California",ca,140,00,ACSSF,0004972,06,037,402304,39205,4252,1755,101,114,131,0,2140,11,1842,1601,1129,472,65,26,13,57,20,60,25,15791.84,0.269252985
06037402402,14000US06037402402,Census Tract 4024.02,"Census Tract 4024.02, Los Angeles County, California",ca,140,00,ACSSF,0004973,06,037,402402,53906,6557,3017,270,35,930,0,2025,280,2794,2586,1995,591,13,0,0,0,20,175,35,3179.441,2.062311872
06037402403,14000US06037402403,Census Tract 4024.03,"Census Tract 4024.03, Los Angeles County, California",ca,140,00,ACSSF,0004974,06,037,402403,68384,5234,2306,172,133,743,8,1453,419,2233,1792,1496,296,70,0,27,265,0,79,31,6670.018,0.784705566
06037402404,14000US06037402404,Census Tract 4024.04,"Census Tract 4024.04, Los Angeles County, California",ca,140,00,ACSSF,0004975,06,037,402404,,1885,929,127,15,472,0,95,247,413,106,78,28,13,0,26,213,15,40,12,1166.854,1.615454589
06037402405,14000US06037402405,Census Tract 4024.05,"Census Tract 4024.05, Los Angeles County, California",ca,140,00,ACSSF,0004976,06,037,402405,59306,2914,1212,342,0,39,29,1281,11,1220,1076,919,157,38,0,28,5,0,73,34,8382.341,0.347635588
06037402406,14000US06037402406,Census Tract 4024.06,"Census Tract 4024.06, Los Angeles County, California",ca,140,00,ACSSF,0004977,06,037,402406,47274,5207,2321,190,104,224,0,2320,48,2243,2098,1841,257,23,0,30,1,24,67,32,11550.48,0.450803633
06037402501,14000US06037402501,Census Tract 4025.01,"Census Tract 4025.01, Los Angeles County, California",ca,140,00,ACSSF,0004978,06,037,402501,40335,5873,3579,226,13,170,20,1824,41,2177,1952,1540,412,85,0,26,25,0,89,28,14972.63,0.392248922
